Date,State,Company,Stock_Price,Volume,Market_Cap,P_E_Ratio,EPS,Revenue,Profit,Debt,Equity,Dividend_Yield,Sector,Open_Price,Close_Price,High_Price,Low_Price,Trading_Day,Exchange
2021-01-27,Texas,Apple,152.21332118255975,,503675987884.2932,5.427925693127423,19.043580287533153,3556079519.061199,1605135118.2987752,789201734.3740711,1121969231.8175344,1.9325457415745335,Tech,303.2166950692281,523.0425250058149,87.24157243140432,456.9372675427828,No,NASDAQ
2021-01-28,New York_,Tesla,319.18772210680237,220631.0,493787546511.2215,34.76122105812698,19.201435976452977,2296643501.6162705,2878349415.2189345,964518787.7604946,3978915430.2917666,1.190128897404132,Healthcare,981.418158639976,440.5792063363528,1022.8293368775627,583.6179933883083,No,NYSE
2021-01-29,Florida,Amazon,,383188.0,4955983069.1306095,,29.49775681748631,1758923024.2224917,2970718506.31058,608369422.1214763,,,Energy,,706.6003168170668,922.4466568776337,956.9318268580281,Yes,NASDAQ
2021-01-30,Florida,Apple,1328.4513871730867,40148.0,501661568726.03284,35.80383301593721,32.41870087042921,3226461366.6388526,1575426626.4034884,333853476.0604595,127554396.00993423,4.291679068244397,Finance,1145.7088152810184,1169.3653148896053,170.83977717374847,723.1063629511599,Yes,NYSE_
2021-01-31,Texas,Apple,1230.4822441071847,870360.0,384388685519.4318,15.548317687266655,,676461276.8923662,1749326853.281548,826667110.4865127,,1.8601444468511563,Energy!,481.23187434390735,1261.6326229144963,1398.6973152923413,931.3654805137842,No,NASDAQ
2021-02-01,Florida,Amazon,,152770.0,972107256139.0826,47.06267090187998,48.437703365630846,330042322.28673565,3811257600.407072,291527125.7462333,1319862772.3340704,1.5368923550213682,Finance,1403.0900837086883,1216.5364226406787,695.7898260717272,1084.3246350451286,No,NYSE
,Florida_,Apple,,436686.0,159999924909.836,29.05901761174304,4.283901328423603,6051816825.831875,2913660930.7021837,164856324.63169473,332136578.48208535,3.867826875975826,Tech,1443.8865506238112,950.7306875372361,1027.6736796847376,111.94206811812225,No,NASDAQ
2021-02-03,California,Tesla,469.3217971291273,,354800042562.7355,91.37707576384264,17.417646595093473,6191852213.355851,746140818.7010466,706318185.1576034,71855112.79550904,4.392559859056256,Tech,,456.6199258345034,1330.0568034795176,424.502733155241,Yes,NYSE
2021-02-04,Texas,Microsoft,499.21996921758,839092.0,420062003604.7299,14.666680207596496,21.011826687959502,5296352438.180258,4188201179.715493,638991767.968006,4405060245.095215,3.120099970570319,Healthcare,879.4489609327857,1115.5400484221477,238.67555275263328,297.81061518986195,nan_,NASDAQ
2021-02-05,Illinois,Apple,412.4375722765508,972414.0,391302843563.84784,9.669499728847486,0.9443750389006615,,,878961007.7051358,1768097149.7387898,4.637018378645516,Tech,659.4179924589583,107.07481552608661,,321.8099227979083,No,NASDAQ
2021-02-06,Texas,Tesla,796.7582065790986,822882.0,666164996824.2107,5.504846069711895,18.311363664644436,392466292.2265027,2330759125.674275,961928565.3402691,4972720006.063811,1.9152190642504179,Healthcare,134.08900692643454,1207.32099060015,1100.2431631101774,779.5318236663877,Yes,NASDAQ
2021-02-07,Illinois,Google,826.5530315755252,712823.0,216297344690.22107,36.16662002613749,13.758124866924842,9359795108.986467,1044616269.3714324,857211867.4658316,,0.7594320100868113,Healthcare,,1181.3299678965334,1267.408866837881,1122.9692259248916,No,NASDAQ
2021-02-08,California,Tesla,567.4846639981098,296901.0,221850481261.17783,67.73674962908441,25.35120988435129,951556167.4473481,4738037716.374986,60115795.40851193,938069999.0816948,0.8982149115852067,Healthcare,1430.082948362632,1021.5016141058929,767.5117725021123,445.52669919179715,No,NYSE
2021-02-09,New York,Microsoft,562.9942801678322,79012.0,729481737552.3523,74.3893065237703,16.886886304445134,6740555920.941543,,664546981.6389699,3885740128.255877,3.3491597614861,Tech,77.09825972054159,191.9919024790877,,,Yes_,NASDAQ
2021-02-10,Florida,Tesla,1251.405616963818,,,48.059859921263694,,1334832492.819152,1221984293.5345583,784753939.6227593,,2.0376321153930825,Tech,567.4869426290442,1496.1449365160315,1022.2479733804163,1344.061949952432,Yes,NASDAQ
2021-02-11,California,Amazon,1194.474630063544,914475.0,415740520381.2531,70.01122179325034,25.54563152084166,8799174427.644615,478059122.13985676,981930531.4777415,4078123591.7743773,0.7815729917090886,Energy!,1326.0527339744797,1146.7933289814432,593.0720212092532,558.274114429511,No,NASDAQ
2021-02-12,,Microsoft,496.3039559370812,988751.0,170033848625.57455,39.191833440459526,6.575135451463591,5107622156.163367,2203323972.384779,374723833.38268244,3726021650.214236,1.4611342745180393,Finance,167.23544790744654,1115.4699049614446,,1037.9669814836266,,NYSE
2021-02-13,New York,Google,1374.993243616226,990519.0,188339695689.25446,68.4415908987286,37.52806007480293,823853116.6387423,3382017292.7700486,169964599.11242077,1673565002.6263905,2.653025360163743,,335.0212462298007,142.8113861675017,689.8301921842519,,Yes_,NYSE
2021-02-14,New York,Amazon,1431.5817746536338,949894.0,,8.856618603725472,5.051521914525562,6167624402.888036,877025387.2411983,852947768.4910414,322545370.438824,0.6072263348106821,Tech,1469.0821093884067,628.1224335307029,764.7189718836356,1128.8410139544417,,NASDAQ
2021-02-15,California,Tesla,523.7766859435592,57116.0,92334842592.84753,42.121533533865396,41.96855348715993,92090328.87813434,2566111970.892897,317534996.9581921,,0.017212494722048666,Finance,1278.5687775745055,174.95084948812308,1009.8046372206085,289.2846194410972,Yes,NYSE
2021-02-16,New York,Microsoft,,145233.0,557281855995.5508,80.13071937515203,46.577967484902345,7760445762.224006,2127134929.8131561,598242075.6042795,,4.586490237478063,Healthcare,1372.4920664214574,573.5036598731091,1103.824730565218,1046.75291546798,Yes,NYSE
2021-02-17,Illinois,Google,783.1695224618403,33152.0,,81.28557289360512,16.19001998022421,6506199281.474588,,389955774.7365785,4781003730.085018,,Finance,256.12390705020994,877.2040538179159,1176.4213152243567,661.7550050172674,Yes,
2021-02-18,New York,Amazon,1414.6251781738265,998675.0,287877600365.4269,73.03413399319099,46.314517399820254,2127034868.8857093,2147890207.372362,,3614298612.958803,1.1074907267149314,Healthcare,356.4081405019252,1324.3646731170923,1023.8289770971338,1396.261666346884,No,NASDAQ
2021-02-19,Florida,Google,1320.6631780563516,107379.0,328419478670.232,24.40266895413712,39.67110714021466,3748134410.844761,2668928591.0358143,732491232.7295339,4141432397.53672,3.4924040486409442,Tech,927.8540473100361,460.25971284202046,1215.045158885078,723.467843656976,,NYSE
2021-02-20,Florida,Tesla,198.72354574620522,227905.0,116490005000.90068,28.484486298410157,46.129536989088116,79059138.19441375,4776435451.389511,361538977.8274046,1386541755.1426892,4.2670136109043915,Finance,777.5204204539137,953.9512460992981,227.11635144137165,94.80908532801233,,NYSE
2021-02-21,Florida,Google,619.4595777435535,,389242314661.49567,99.62842909012866,33.3468798323503,6937144465.8970785,1498528860.1962354,693105805.4591899,3419146754.964771,3.161393836717621,Healthcare,,288.74528739996816,1263.3856159868674,746.9701025565506,No,
2021-02-22,Florida_,Apple,852.3882251371691,222439.0,38184482864.759834,14.82091068418619,11.85863756712895,3227358706.9596825,1445025760.6165125,14427022.606756872,4312204473.0756445,1.272413770492658,Energy,1331.5771346190072,563.247592566225,611.5546763812172,1203.47317859699,,NASDAQ
2021-02-23,Illinois,Amazon,779.542085199733,985047.0,,22.16295639572889,44.736709521857534,5716317564.051895,3997995440.2022195,324714925.2648756,2397109633.331433,4.308183116771543,,,1423.4943390926824,816.7261798577714,988.2722797859324,No,NASDAQ
2021-02-24,Texas,Google!,331.1014485084944,187720.0,673438236776.4042,17.352494286762596,9.294827300920112,9567319551.516714,1387767176.821229,319112126.9505273,2149516311.96777,2.5521359806360966,Healthcare,472.94181471258617,1134.079327594961,678.9801307175846,1451.1570350912773,Yes,NYSE
2021-02-25,California,Tesla!,1295.2843181938242,158403.0,990758060583.8257,36.12722154994348,10.731721495775021,2995367662.7629023,4159346163.779018,748860402.3681273,3597050626.70755,,,275.8420538583127,841.418358071399,739.7899463918978,,No,NASDAQ
2021-02-26,Florida,Tesla,1031.5641353454141,142835.0,882940339515.8152,24.96670434722272,13.626043208004148,9902388602.989096,477768493.24728864,314625660.3140253,2799602440.055107,3.02363059816487,Energy,266.18401011695454,414.96035877643436,463.8701434304864,813.4999112014663,,NYSE
2021-02-27,New York,Google!,1264.9671435351152,856876.0,473517603104.4545,52.28035615703835,,6327651131.689656,556395110.4226111,633363799.6518465,4965856098.8619,3.503061118191582,Finance,752.4165333183116,600.5725728336387,296.42882065952546,349.45482012782725,Yes_,NYSE
,Florida,Tesla,1295.2082050567346,618397.0,520165346119.2265,,25.772534142338426,,4506626738.476442,688555549.667654,2125571493.3627355,2.9691493705757113,Energy,242.73181833196173,277.205334086146,202.09736291274427,55.473213242078444,Yes,NASDAQ
2021-03-01,New York_,Microsoft,1135.1159878153226,151259.0,,90.6430338478738,35.7015222856588,4368342052.329556,2704107331.183928,658459701.6426954,879798792.2972006,4.60122722861403,,736.3433220380767,562.5274299907383,704.5283166486978,1471.728475651984,No,NASDAQ
2021-03-02,New York,Microsoft,686.8553718120901,144029.0,462577303496.71606,8.300295007254242,46.31778790259412,,3594099452.044524,603333351.6805596,2359728070.4262857,3.140089029995268,Tech,719.8044056467933,268.41759811642885,231.62844500031107,1410.5635625388718,Yes,NASDAQ
2021-03-03,,Microsoft,935.2927947723656,398595.0,903124845619.3188,35.388559783437515,4.513035608041571,4465332598.92313,1126521930.4235353,413675487.66445976,1176101444.989347,4.3929035631278825,Energy,1331.9598091482028,1203.1951978661157,405.2332851945136,447.50879140902964,,NASDAQ_
2021-03-04,Illinois,Apple,,,51802570212.1853,61.68249973972357,47.72303117518897,686007165.8481823,831455214.4737033,373367647.1860421,2806312978.5904255,2.9347921757693674,,479.5051377100537,167.10068041631789,243.7430341579394,975.4128900244043,Yes,NASDAQ
2021-03-05,New York,Google,1026.785855338616,607306.0,,62.45616737517656,46.07401605813099,1686868010.164041,4174787815.7369776,564627599.9700521,629072382.4904854,1.6483978686506244,nan!,862.9460650294174,,208.22578578417028,1107.3973661849227,Yes,NASDAQ
2021-03-06,New York,Apple,309.9172208219571,648364.0,341606853840.9671,50.61199175634987,2.794564679833843,7913186160.093671,1793181172.7755415,63796732.17407788,4749886370.118575,2.661484087415977,,,,,888.1195184972628,No,
2021-03-07,Florida,Tesla,1056.2269062397272,683465.0,899613252331.2135,82.4882263773902,,6484082384.104896,2275217592.34806,875832260.067321,4299128425.412651,,Healthcare,914.0764528223643,1358.6492330098392,1027.3376318625922,1272.2944285152419,Yes,NASDAQ
2021-03-08,New York_,Apple,382.91733309325457,395093.0,940939026435.1432,10.958606284373586,40.67585517593689,5698684947.844006,139956689.18706736,,777911429.0046412,1.1508731694789716,Tech,1433.3983752211986,1448.6578341630225,1389.4507122099308,,No,NYSE
2021-03-09,New York,Tesla,220.44938521781896,704713.0,671194022114.904,82.47133773011291,30.617669619422117,1677052085.5832577,1929465082.8914127,346450078.56548595,862047374.4427737,3.8311583110185836,Tech,923.3023467246666,,,1349.9163495178095,,NYSE
,Florida,Tesla,289.6625107072883,,664759362806.0852,52.001652841391845,38.97678777475034,8377736696.0580435,3852211996.8440795,566862441.4732927,2562242128.5726337,3.30737805342213,Tech,1357.7001587816621,356.63407573102614,1273.7289848490784,618.4275661914135,No,NYSE
2021-03-11,Florida_,Amazon,52.88859606765189,,453301583371.0313,17.707266032315204,35.97976360561539,9607440355.752914,4106393758.9131184,932234475.4146448,3864429647.0699215,0.8325935526693068,,405.3317644179273,,855.1829544409777,747.0005312834476,No,NYSE
2021-03-12,California,Microsoft,1092.1724458876188,740945.0,835704684319.1638,89.14168178634537,24.888828645045464,409830087.80920476,3493804068.9338207,271709633.7323555,1095474770.4040806,2.1900758812904058,Tech,863.0915205301827,1312.5909118479017,720.8135734790761,694.8637931114246,No,NYSE
2021-03-13,Illinois,Tesla,1111.9815211346497,346452.0,961651145674.85,66.67673405639152,2.1567804929898067,781240674.6678993,3460929449.7453566,742481022.1680839,304952500.6257033,0.7099610296512487,Healthcare,,1339.5327988789606,816.2922314549256,820.3650233055646,No,NYSE
2021-03-14,Illinois,Amazon,796.6533573742262,445783.0,775306718538.7802,20.53684024829323,29.254983283018603,8847360308.642332,2531245709.0591297,82823534.14027306,2727716829.4854174,4.2790892818698705,,1484.705559703121,978.947090439163,,917.3442842343426,No,NASDAQ
2021-03-15,New York,Microsoft,283.97606153030637,321057.0,622314797022.9525,8.196723722907528,2.523475987658869,,2691692813.366189,523419810.256224,3458016410.79864,0.5458485087714443,Finance,,504.7795938209615,1004.0599669409975,1079.9979778198283,Yes,NYSE
2021-03-16,Illinois,Tesla!,171.15378939050015,527925.0,607186102925.5154,18.40541659160168,30.22596320500303,6179726620.657425,3713184470.891036,883980732.5343529,1221903019.9144557,3.271174983801673,Finance,254.44042763066733,374.88216141666624,1350.903607422486,811.1634916590459,No,NYSE
2021-03-17,New York_,,77.73700133406616,466994.0,849620431682.0786,62.83580621713739,,9449707124.652393,1236584263.9587314,,3698864961.9744153,3.035000004890846,Energy,936.9245125641096,1285.8099139309822,1184.4124974072959,1042.921221212891,Yes_,NYSE
2021-03-18,California,Apple,290.33485659957,829457.0,541662562005.52704,22.033142349704605,29.291088260225738,6464659349.34204,1157662189.5234554,616291201.5544176,4753223860.344549,2.3638832282342492,Finance,374.35360783149184,347.61974775214594,719.9000155690637,540.5312932065158,Yes,NASDAQ
2021-03-19,Florida,Apple,1341.7405257255627,763277.0,804056026362.5739,26.44749211312767,49.85138804762868,2160636772.019304,4749629127.087882,907648529.3802131,685458505.9830958,1.391173113320709,Tech!,976.7752511929203,1009.6163084895047,1433.1826744491223,1408.1872618740808,No,NYSE
,,Microsoft,400.2284204674386,757547.0,509376369919.07153,7.388273946849847,22.84773835900361,7286694594.845285,138546664.805201,715389103.9857979,2555194223.6369457,2.019782499965147,,1460.1091783533486,1453.5323469644916,1478.863486471259,143.5699787096653,No,NYSE
2021-03-21,Florida,Tesla,563.6934244649627,362652.0,63381830698.9502,73.67841386266734,37.46649043383897,6457457737.111627,697413371.7795411,695900093.2562431,,4.031956502305235,Finance,1422.4336933263135,1072.672519124702,764.9958841087905,841.0338824135856,No,NASDAQ
2021-03-22,,Google,202.75095249793313,607752.0,384563061895.2511,81.98461797714653,33.39394325792118,9857461275.398283,2851705097.76362,586425383.6906891,1033384370.0528548,3.8077540777305123,Tech,385.09938573379713,423.6219540886664,1303.7277699035328,176.72445523148627,,NASDAQ
2021-03-23,California,Apple,372.4238918848469,291886.0,444996516713.8272,,,2139743468.0115428,3689200410.007873,633025315.3309991,,3.6940455758056823,Finance,,459.63355684794504,56.91687145828107,692.012202253549,Yes_,NASDAQ
2021-03-24,Illinois,Microsoft,802.8756276312974,537119.0,142475627741.63058,17.118974379607003,35.689628353347544,5979251478.689628,2689501625.81676,803725053.4742156,2020092714.7387047,3.749117921805289,Tech,863.0719663856913,184.69742436031285,146.65060803267653,423.49441859660334,Yes,NYSE
2021-03-25,Illinois,,931.2413904886962,114768.0,103393832860.02359,,8.28513349982353,7801895054.729,,,4104176868.694751,0.7194318717766957,Finance,900.8270679235677,1045.0443604431775,82.46464294672802,1408.510001894839,No,NASDAQ
2021-03-26,California,Tesla,405.76085554100604,772271.0,,68.8664888000376,47.78033355022032,3390491910.29237,4889882799.152903,795345821.4727871,2885694539.5638547,0.4954822518121582,Tech,1010.2626035019429,801.7317381225091,1171.086346154051,68.95931025961795,Yes,NASDAQ_
2021-03-27,California,Google,133.71163087641995,348236.0,86058492919.52606,90.26521912580212,,3797416151.3992786,3519293040.3957157,707566077.9438335,1113001927.3434372,4.307493114270111,Healthcare,1125.1618426808723,349.38396432744224,165.6797115926906,617.2452651551127,No,NASDAQ
2021-03-28,California,Microsoft,616.9976602347281,878311.0,303642222722.1939,47.48024793041304,3.0609777172388557,8879130481.44488,4156971066.2512884,135631329.1231537,200649224.41390592,4.18587285172222,Healthcare,921.3881004744061,380.11903579667364,74.7232917930589,1183.9619870750842,Yes,NYSE
2021-03-29,California,Tesla,389.5948878431845,875802.0,,46.510711802951285,32.91265845865216,4042544601.2092047,201330346.25360143,817098679.402949,2767035636.614236,3.406591520231817,,212.04185539351104,63.08560441241551,263.7572213651264,,No,NASDAQ
2021-03-30,Florida,Apple!,368.3531886832128,913969.0,964467747388.4128,79.53096927506505,,6247703786.104249,1179676960.355871,736020767.9619632,664070295.281356,3.029528726577691,Finance,1195.7290573256994,,494.1274473828883,1232.6028967660668,No,NYSE
2021-03-31,Texas,Google,1441.80106393451,965266.0,718152709971.3766,13.863296270290634,28.89438891330225,,1870918050.8485413,770455152.1816938,1713735863.41605,1.834358532411942,Energy,165.29991756070766,,723.8159887513126,1296.6013773459945,No,NYSE
2021-04-01,Texas,nan!,943.6357045922999,630112.0,992632922904.4174,54.48303348031415,17.76557993779736,2099056004.3225229,913088730.271582,231173368.5954876,2551010275.342139,1.1204129578900162,Tech,78.98939501492852,621.5464282659235,,1076.6043494863666,Yes,NASDAQ
2021-04-02,California,Google,,89741.0,698639633308.1233,84.45650238496644,41.06339074012374,9818791086.229706,,903453352.1712736,4518672305.177394,,,1166.004385087221,1421.8302836514329,773.5242386488391,353.15031451794766,,NYSE
2021-04-03,,Apple,652.8739001088168,19830.0,294500676183.67316,83.86829349160928,39.14734920947089,7019833386.169288,1125535813.8069415,,409208453.110876,4.565173190412384,Tech,,1031.8239117738822,409.6891185146705,444.4560520432654,Yes,NYSE
2021-04-04,Texas,Microsoft,671.9692834737092,318188.0,672380487964.8566,,27.25468949614191,4961720819.720306,,253686694.48637736,3343071100.574926,2.18498287869075,Energy,,1139.6206766603298,447.8386678915523,292.05535660827485,Yes,
2021-04-05,California,,,,702454608431.7069,71.33589638540192,7.802652317805427,,3478756667.258691,,70505019.39584215,,Tech,604.9836201010181,1035.9354748169235,1241.7582648894013,316.8924189420295,Yes,NASDAQ
2021-04-06,Texas,,1059.8232202023555,70202.0,372355257631.8441,24.738209796774193,12.62422562760675,9543691790.899494,3870127212.7331085,673747092.3846321,3149579770.9462433,1.3537090674474554,Tech,66.0841156105141,1147.4308063337214,,102.91382988929422,No,NYSE
2021-04-07,,Apple,1068.1118394636528,300189.0,18696136758.779625,6.9266299149851775,36.950350212086676,2058042550.469134,214776480.72309858,,2757707293.404035,0.11852621449874312,Tech,529.9722562399868,297.86144579658617,722.6028424293455,,No,NASDAQ
2021-04-08,New York,Apple,298.9561661729019,218394.0,703496584990.7114,50.544500869574684,40.323500053206885,3117520885.2027674,,701549625.1341037,4059351913.7883296,2.6015836109703274,Tech,931.7960877385568,865.4770964254571,516.5675079740198,816.3283167703619,No,NYSE
2021-04-09,New York,Apple,775.1634905111091,511473.0,22678395180.26608,53.801867234142776,,3078619762.7236996,611145696.768478,,2658359198.07511,4.941180149274158,Healthcare,377.2694521816591,1281.5955993132634,1400.5998554313746,525.2508746362248,No,NASDAQ
2021-04-10,,,647.3392377994478,203123.0,631556889982.0111,27.824945527398487,18.462455351620655,2890774341.0099,2156058812.184715,275498.3063375106,1763147736.9707146,4.076188580696612,,1047.3162837677505,78.33674675658463,775.6502473761589,469.88664429194165,Yes,NYSE
2021-04-11,Florida,Amazon,1312.264101090607,894941.0,164452872253.81253,16.846257476742302,3.9738310739647775,4685911914.111676,2169935848.0165634,162689871.6741548,1213830081.5540001,4.487373590826291,Tech,1201.8814643433202,228.99228241338452,1109.0126782120458,,Yes,NYSE
2021-04-12,California,Tesla,965.5574357666458,158699.0,566037924220.2953,60.68977578809835,,9891803153.445065,2491108612.392547,882630013.3906525,426340183.93618685,3.1058204813775303,Healthcare,708.6871476300608,406.1777240085792,,523.6929915954261,No,
2021-04-13,Florida,Google,822.1308963031736,278342.0,504409112355.2194,77.60428903229342,0.2785194755415642,8887978880.395458,4464163848.253571,222771742.32824588,,2.4072320524137543,Tech,1319.795882200293,477.35371025513155,343.69543760433123,1302.3910637650044,No,NYSE
2021-04-14,New York,,217.3222311594302,856953.0,14500128663.876389,99.34963984106525,2.4224219088314967,3280167733.6465397,4025497003.5701847,112999047.82499002,4441620801.050178,,Tech,1289.484018625221,314.92060655656576,999.5834132230573,355.8882808035206,Yes,NASDAQ
2021-04-15,California,,928.1749395189466,505655.0,363502951178.10834,77.03874863499925,0.31676898242608653,4229278287.1856465,3183640553.5974455,682232385.8726013,2573770995.3290515,2.2358105531942347,Energy,1323.1840315481588,955.279065400046,1014.0218418282437,1329.3375975486365,Yes,
2021-04-16,,Amazon,219.94566323633848,631759.0,601490076228.9065,80.39507935428018,32.301447208547074,6695137983.112927,4427048073.93536,440762371.7654951,3695540377.043715,4.584152878567234,Healthcare,1008.5036973524108,476.32765323092804,717.2665826144785,1012.9340568549723,No,NYSE
