Record_ID,Country,Date,Temperature_C,Humidity_%,Precipitation_mm,Wind_Speed_kmph,Solar_Radiation,CO2_ppm,Ozone_ppb,Rainfall,Storm,Snow,Cloud_Cover_%,Visibility_km,Air_Quality_Index,Region,Urban_or_Rural,Pollution_Level,Energy_Consumption_MWh
19.0,Netherlands,2020-01-19,10.45637533873374,81.6088625681501,,36.89137242375475,359.21789667065906,378.2302886998471,72.76766638726934,Yes,No,No,21.067304913596473,12.770427440464601,32.0,North,Rural_,High,136.06004294104744
20.0,Spain,2020-01-20,11.478934124046472,,112.91617685843447,83.1440498555537,88.14937910613816,379.83539350617843,45.908310933590705,Yes,Yes,Yes,21.345430803242806,19.656565994734656,139.0,North,,Medium,135.0848692427967
,Italy,2020-01-21,10.040917456710606,37.40548742729901,79.25075123155314,17.32910378877863,545.842492701872,372.69211461851216,86.85666767519955,No,No,No,38.69702400899242,3.3322358692783816,118.0,West,,Highxx,771.279869179834
22.0,France,2020-01-22,-6.62870857836634,34.47514099106713,6.287384721843892,72.51377801454166,244.70268346004121,441.7666898138479,93.04957049869097,Yes,,No,,4.643777188387088,482.0,Westxx,,High,311.93843813460074
23.0,Germany,2020-01-23,,42.44542067129392,38.494252159086905,88.79472934965285,80.33829522274844,427.441864700096,75.91676932588591,Yes,Yes,No,33.71491688412267,5.8074826329645335,191.0,,Urban,Medium,255.26595275809717
24.0,Italy,2020-01-24,-6.853032555342372,20.105890293755593,122.99469716671874,28.61522782941136,789.5137665015186,409.67924559760047,45.82853017718426,Yes,Yes,Yes,32.601711916661756,18.751421018135495,75.0,East,Rural,Low,209.54607866788223
25.0,Netherlands,2020-01-25,-7.304607042898389,95.31439508651674,89.27455454181643,19.77954222168655,687.0075508821864,395.32583156757573,62.518339705169225,Yes,Yes,Yes!,42.50005821231193,12.516431711514153,,East,Urban,Low,252.95818475901888
26.0,Spain,2020-01-26,-5.719469839580213,,82.76740920378465,51.252460470374615,991.6774773682465,364.3530118760276,18.866553667578085,No,No,Yes,99.08614549886155,4.253365352943213,489.0,West,Rural,High,
,,2020-01-27,24.830859589266744,26.62777376139389,19.54058015792972,21.639068191539767,362.7377996583489,442.59867705171416,24.221842759686204,Yes,Yes,No,9.12356406495024,16.079781352923114,101.0,,Urban,Low,453.7428770864681
28.0,Italy,2020-01-28,-4.289739988841981,,69.42548504923582,87.07685182029014,,424.9663597159154,80.47336086029267,Yes,Yes,Yes,29.465248351109285,18.457453922414523,61.0,North,Urban,Low,250.25778575789116
29.0,France,2020-01-29,3.074653285214838,45.86702475266399,,24.441690100751924,432.1929059225501,,12.638392493780083,Yes,,No,29.200210294207363,8.068843887053909,372.0,,Urban,Medium,63.21132633403936
30.0,France,2020-01-30,22.847459192806745,,15.53854698848227,31.396592146376722,934.4484618700797,444.7496065440698,14.42763975721462,No,Yes,,97.45007783023064,3.4563377862734113,144.0,West,Urban,,
31.0,Italy,2020-01-31,-4.3867168626926825,76.29728634840384,13.339150524393695,88.84195415912141,290.0872261787591,443.5190941164899,55.72211424273574,Yes,Yes,No,40.71780000184361,,,South,Urban,Medium,656.7862579052409
,Spain,2020-02-01,35.5128124275992,44.6280951099873,,20.56216199692914,,415.9518827312885,25.347634863283673,Yes,Yes,,56.697193450405514,4.342295052169359,289.0,West,Rural,Medium,260.4322043950381
33.0,Germany,2020-02-02,13.874208900072453,96.6093185775778,112.25043476817224,88.4784025866664,177.10162082672184,448.5003557051567,36.43336698857173,,No,No,,,82.0,Westxx,Rural,Low,555.8925329335607
34.0,Italy,2020-02-03,38.15287451694182,,51.52830092512091,,1183.8172342160424,368.72482454807937,45.894828230833774,Yes,No,No,1.2708339687787618,3.4157747497249935,444.0,West,,Medium,552.7057925531361
35.0,Germany,2020-02-04,-0.3744630690862589,86.06390159121078,65.15326939312817,,1160.7717902923714,423.13903595877,57.00298605870134,No,Yes,Yes!,33.92694151825844,17.520956409216385,83.0,East,Urban,High,361.9633979985499
36.0,France,2020-02-05,-8.468780638029973,,159.37408490772756,31.76419030961477,789.6625660506794,365.2176113631742,35.518124914956815,No,No,No,63.90330619554312,,473.0,North,Rural,Medium,713.4331352614463
37.0,France,2020-02-06,19.514070402823794,50.47689647102033,173.8472047998264,24.62345914681656,,419.1691208014395,53.51918221832405,No,No,No,69.15404775151674,8.266990590870897,,North,Rural,Medium,33.28449866035432
38.0,Spain,2020-02-07,6.436919362651693,63.044942747940325,65.04573733206429,47.718977101398295,919.8676050348947,441.98518197088094,,Yes,No,Yes,75.38758323242321,0.29470132836291185,101.0,South,Urban,,417.06669338950184
39.0,Italy,2020-02-08,18.619527106156532,56.13575693964633,71.14291285661243,,700.7201155196648,403.6097561533619,17.292799862021507,Yes,Yes,No,86.06636441415677,5.867905997014402,233.0,nanxx,Rural,Low,434.1501369135795
,Italy,2020-02-09,13.682508535936801,40.79134327800982,166.06531145619095,20.17496870382438,899.4793662787905,426.3066637526785,88.04146447317306,,Yes,Yes,11.562304234977061,14.13870328828825,,East,Rural,Medium,124.52742397213967
41.0,Netherlands,2020-02-10,12.857808352874041,99.7816734047424,194.76690028222185,33.83537980893472,1032.492432529153,364.31217286104425,35.32293128847259,Yes,Yes,Yes,8.279261222139379,4.056715137280785,265.0,North,Urban,High,15.287345955885435
42.0,Spain,2020-02-11,32.55888171520858,87.86860627254852,64.11863905940918,71.32293432218552,382.1692407277963,,64.84359395325774,No,Yes,Yes,78.76854032788555,19.974592994416184,433.0,West,Rural,Lowxx,534.1594113988181
43.0,Italy,2020-02-12,-0.40829980205933936,39.03898755663362,157.74531424402738,83.1900638090606,1096.4384923102095,356.31918961323146,61.28201937446963,No,Yes,Yes,43.57513390325498,0.965984843073695,118.0,North,Rural,Low,294.6930046689087
44.0,,2020-02-13,14.981745730398526,,95.93847377495806,82.07618315441728,1078.269995677043,353.6897876175256,27.92501041146971,No,,Yes!,94.71167266716657,2.7296733560422104,327.0,West,Urban,Low,932.1727912882728
45.0,,2020-02-14,10.800213079744843,66.95087730731271,52.74560912896249,75.68172484004918,656.5566013831143,413.40625826361446,12.696235338736065,,No,Yes!,94.34847064519319,15.737619371964076,307.0,West,Urban,High,705.6889016476513
46.0,Netherlands,2020-02-15,23.688471058865893,21.0049639090154,136.35703931127944,0.5435152485191441,821.4858638259564,407.28085801661564,,No,Yes,Yes,14.165210572300813,19.519967132895918,390.0,East,Urban,Medium,88.11627519038923
47.0,Netherlands,2020-02-16,-7.49336666408272,,92.51007536712028,42.66039471220747,493.24306659165796,382.9251141854281,54.792086992954026,,Yes,No!,69.12247671428148,19.080260123595615,,North,Rural,Medium,655.4415162725705
48.0,France,2020-02-17,16.47102209842023,,53.6324878998014,16.897217763132545,,,,Yes,No,No,6.710731259027125,15.964728908277685,312.0,South,Rural,Highxx,875.2556559504646
49.0,Italyxx,2020-02-18,,27.02164249776071,21.445928778828048,7.347582588372925,658.750166904249,418.4340150103177,78.66194635282142,Yes,Yes,,40.34100244232539,19.459731371781203,160.0,North,Urban,,956.8921575885236
,Francexx,2020-02-19,38.679030569272356,,173.3908827629772,73.58820482340663,387.3838684273151,414.47278177077646,12.984302954555567,Yes,Yes,No,84.1710043807598,16.815888986563046,437.0,South,Rural,Low,312.6908495117523
51.0,Netherlands,2020-02-20,27.79109078998537,58.751891493296284,175.7335606857248,79.3479870425539,387.4062743735462,357.3632511451128,78.8693755346538,No,No,Yes,46.09595225214029,1.1604959279214877,,East,Urban,High,437.97197212570774
52.0,Spain,2020-02-21,-2.2510690644649305,50.5030965900179,14.992351182758457,81.46166468247502,,417.8119321471462,46.8023017036351,,Yesxx,Yes,3.361343328465227,16.9126823521925,233.0,West,Rural,Medium,645.2789794550662
53.0,Italy,2020-02-22,15.460721945290114,31.919693753086406,132.6790741216488,89.03107953631122,1147.953636520786,415.95330792736183,59.64613347882997,Yes,No,No,24.032864368798712,9.67559871691384,469.0,nanxx,Urban,Low,909.4835047138082
54.0,,2020-02-23,29.18684611230774,51.56443401434858,32.51548612298984,59.004819094122986,241.85793664023322,416.9613991668419,77.71953164918875,Yes,Yes,,8.637044314055121,9.135064258148063,226.0,East,Urban,High,676.0479236722375
55.0,Italy,2020-02-24,16.228468275779804,44.347159290857775,129.26401603392014,99.81297998052176,471.043983474728,434.73532613490187,,Yes,No,Yes,40.82352918396375,0.050546336799865976,438.0,East,Rural,Low,384.2356512788905
56.0,Spain,2020-02-25,7.835038507876543,52.812475112642865,181.52343871207378,48.37226403118411,966.8510295610032,407.67026426862856,15.559500111535991,No,Yes,Yes,69.66990490094966,12.4051432986645,,West,Rural,High,
57.0,Netherlands,2020-02-26,8.832768823926315,33.78487090136784,,88.34989988807475,147.61376866394883,443.79008581863695,75.57408021067468,No,Yes,No,66.03574060829771,13.432173460665693,172.0,South,Rural,Medium,144.20929647223912
58.0,,2020-02-27,8.350197293595784,68.77688307875084,69.58584655535928,11.294076490298144,1193.0001485733026,448.00092796301226,80.77074705971069,Yes,Yes,No,71.8939994779564,15.814308845902747,293.0,West,Urban,High,547.8280918065934
,Netherlands,2020-02-28,-9.002276210518476,23.56249805322279,159.02599183565465,14.892350059542814,813.7662903295516,425.18438318071316,51.570384223471564,No,No,,38.381600822160834,6.519059731063157,,North,Urban,,238.34567923860573
60.0,France,2020-02-29,26.5298073083842,51.03017694508782,,59.03494445741644,1092.9605591551542,385.86817538076303,49.51534656854393,Yes,Yes,Yes,26.527959890077923,2.5626720332696773,479.0,East,Rural,Highxx,449.57832423928477
61.0,Italy,2020-03-01,20.544187954995827,91.5908538866561,81.73105689108282,12.413477192173794,1005.6642520412693,364.3098415609607,32.67330036719841,No,Yes,,5.693231737460314,8.797006216009445,353.0,West,,Highxx,407.35636576063206
62.0,Germany,2020-03-02,3.433876106646581,53.57362205622161,169.70961585552254,7.530063817259625,932.561922655651,432.0139919028181,67.97464816880223,No,Yes,,94.15753603239946,7.245758608982962,,South,Urban,,570.5056722594223
63.0,France,2020-03-03,21.501168663025954,55.28639492736196,184.11709556625956,19.606463220628257,39.481272347470494,364.6632335934415,89.37896625902165,Yes,Yes,,11.828027265981579,15.062664866165381,317.0,South,Urban,,333.46951455759745
64.0,France,2020-03-04,5.436469052896301,25.440692351596184,90.52872769351683,78.75368648371563,487.79533870583333,364.61694220262655,69.03718667784858,Yes,No,Yes,17.824416114451445,4.588775576191519,234.0,South,Rural,High,
65.0,Netherlands,2020-03-05,2.1690675147383303,68.42914359116638,7.890320520779004,92.7458005346795,242.2348736049739,441.9042556124453,79.41924001085243,No,Yes,,2.50008010642615,2.763419583055773,,East,Urban,,581.9748940863266
66.0,Germany,,27.05764439974687,94.91222396571632,101.88799560942554,33.34673224405342,1045.5999931411245,,85.37100802041964,No,Yes,No,31.71682237612433,8.80370962462771,213.0,West,Rural,High,594.0845207103646
67.0,Germany,2020-03-07,,43.32883172350748,147.93649190756804,97.47558404792268,816.3435201581387,379.33329732635076,,Yes,Yes,No,81.88469701142239,,,East,Rural,Lowxx,467.8764916525526
68.0,Germany,2020-03-08,21.285431259277587,51.4601318878986,44.0071484955465,80.95504663298836,128.48797418715137,446.29838856008814,46.18939007053805,No,Yes,No,33.22467322028755,5.6199523434601755,48.0,South,Urban,Medium,714.1091146329965
69.0,Germany,2020-03-09,29.20733134989394,67.052648162183,19.886064121316636,22.610771662955987,431.5173000786914,420.733068498434,49.23636536743191,Yes,,Yes,66.59827268385075,2.2886632241928906,296.0,West,Urban,Low,390.223761714506
70.0,,2020-03-10,8.285005706269526,27.456892813132974,57.042928711403285,58.61149989869856,83.16980308115834,403.48445092028396,60.30103283929715,nanxx,Yes,Yes,96.55445764749939,8.78232782827233,54.0,North,Rural,Low,787.9885471197268
71.0,Italy,2020-03-11,,96.0226759160347,2.3173777352726077,98.17934146013452,887.9959539694777,,,Yes,Yes,No,,19.23754692147002,206.0,South,Rural,Lowxx,984.6088353790343
72.0,France,2020-03-12,20.24428041144102,57.407733901345395,,84.87858128240312,501.9815707587792,417.6616531389342,62.956645392038745,Yes,Yes,No,17.9972149503288,19.3462894508736,,West,Rural,High,759.2671241893291
73.0,,2020-03-13,2.79881245447676,29.20770435088901,29.21367314452894,36.3359082789647,281.2455230637828,423.08951676547133,17.96693350450896,Yes,,No!,35.92073371774759,14.173712933799534,355.0,East,Urban,Low,779.9133126103499
74.0,Italy,2020-03-14,,46.81818058770574,144.7298044184097,30.63229351621889,621.2287048384994,421.21101804104165,82.59129021525325,No,No,Yes,75.11404981119561,15.5430682876142,95.0,North,Urban,,872.2565385995085
75.0,Italy,2020-03-15,7.9053777567354295,49.90647345776215,46.90959851739067,81.92541482490388,50.45332175369275,,96.67197889552945,Yes,No,Yes,97.76586616414613,4.070202739446895,141.0,West,Urban,Medium,103.49181744202728
76.0,Italy,2020-03-16,23.533651947070688,47.63020260598967,198.4124217565381,54.91651967315707,308.7535359455802,419.7244236964971,36.078310530621486,No,Yesxx,Yes,71.59349387558932,7.493078512149999,477.0,West,Urban,Medium,561.1387367891022
77.0,Spain,2020-03-17,,75.45789197091567,106.35907641335041,16.34425153308141,210.3650573541704,408.1446875635151,55.59536123298474,Yes,Yes,Yes,25.221252052548536,12.095083077534523,442.0,,Urban,Medium,671.87870734338
78.0,Netherlands,2020-03-18,30.874239405785374,47.64165834533431,8.26777120030393,32.783255838381145,1116.7723924232114,435.00762419230574,84.08687905060916,Yes,Noxx,Yes,,15.008332435506038,173.0,West,Rural,Low,915.2658947251593
79.0,Spain,2020-03-19,31.615271085762274,45.90831732379386,154.53577549932928,66.18129773737526,452.52888722721053,412.4768801004668,38.31886054425726,No,No,Yes,49.51596860700788,3.332498670535944,77.0,East,Urban,High,833.4296467642451
80.0,France,2020-03-20,-6.585113151055096,45.76708188797819,82.01804902609942,15.315888413930367,701.367559681593,364.6276681641932,24.199992401393228,Yes,Yesxx,Yes,19.29513576879158,9.152567451854537,27.0,,Urban,High,389.1590449214938
81.0,,2020-03-21,4.755782887138281,82.22788127130873,121.46425765632148,69.87162074067506,603.5303409993726,381.8532716130839,76.51562713316868,Yes,No,No,22.76147971412904,3.2550876086854252,186.0,South,Rural,High,311.97406608332767
82.0,Netherlandsxx,2020-03-22,33.543956879772935,44.67052173512058,190.24264456758937,70.99287614675897,791.0458487728822,424.38176652732636,72.8525459040209,,No,No,63.44318010928014,12.667171345000838,497.0,North,Urban,Medium,296.1865014754983
83.0,,2020-03-23,10.19948148717079,21.11984742750627,103.45395436909558,27.074635496133894,334.93923703906785,423.9961781505773,61.2950914604954,Yes,Yes,Yes,51.483535272270174,15.44324414496998,98.0,North,Rural,,
,Germany,2020-03-24,15.743467171546179,49.242810974726,160.8752730153577,39.80305718317844,144.93549521218577,372.27147894302385,94.9993115890505,No,Yes,No,12.069327455099277,16.666169422296555,421.0,West,Rural,Low,309.2255032900756
85.0,Spain,2020-03-25,-0.8328106491061273,42.25897437536312,60.55856345817623,93.54506645712664,97.74192727263977,385.4593316932494,95.96100731196715,No,Yes,Yes,15.367811109924812,14.64730312674506,,South,Rural,Medium,734.140980481923
86.0,Italy,,17.634313384371918,,,74.91757878149635,232.0763571015671,351.5319641542071,87.53944873429339,No,No,Yes,1.943439362465782,3.182903071488674,,East,Rural,Low,115.51996211872184
87.0,France,2020-03-27,,58.23249405788948,19.864600872241866,78.78106555662224,579.3954635623395,383.17045481548405,36.37180768767341,No,No,Yes,21.9659883871688,16.56823875500721,481.0,South,Rural,Low,
88.0,Italy,2020-03-28,31.461678901601182,38.766026730742745,,51.626518977236614,,352.633901749353,,No,Yes,No,88.73131603557958,6.688278284329825,68.0,West,Rural,Medium,194.3716969642557
89.0,Italy,,0.012235728460449735,,39.9494814717865,21.313993085084494,,437.28707077214074,85.2166624864441,,No,Yes!,79.303334621977,16.715326601151443,471.0,East,Rural,High,624.0457698956617
90.0,Italy,2020-03-30,7.99276034455951,39.73953843244707,60.38590694506583,59.12559126168473,35.16306364241335,416.66472443241764,68.62248022137813,No,Yes,Yes,41.47819013591164,5.018012368228282,136.0,West,Rural,Medium,596.0008795378345
91.0,,2020-03-31,-5.246300879739243,81.04193160633568,191.64237626728436,77.21042901500023,753.0613172334581,446.9147770477655,,Yes,Yes,Yes,,,394.0,East,Rural,Medium,592.6185756056716
92.0,Germany,2020-04-01,19.399104161278842,71.96404954642779,31.042718456399253,,1053.793918641784,,46.87808289105269,Yes,Yes,Yes,40.69692610711119,11.531434550354957,367.0,East,Urban,Medium,310.67676420026294
93.0,Italy,,37.0986032185097,56.978247421956425,,11.377625326550966,,410.3475281919807,86.79989645996623,Yes,No,No,79.21040395479696,,275.0,East,Rural,High,149.9429616377761
94.0,France,2020-04-03,-1.3422043051846266,52.466808201251766,116.03585963922605,47.42941157580785,261.6477196785871,400.2928663372284,24.69225369015456,No,Yes,No,18.194597551321845,18.073891307806583,289.0,South,Rural,Low,791.9531222104371
95.0,,2020-04-04,-9.0131415248159,89.79059834457517,196.13879983605656,,381.3244908556108,438.3724490734674,94.95760688166202,No,nanxx,No,15.251735972307333,10.230865729167299,230.0,East,Urban,,
96.0,Germany,2020-04-05,11.12315671960041,58.00659108872495,138.28389491318444,98.22830457949858,344.6886890757946,379.84150871068067,66.98937641604729,,Yes,No,7.794060631429756,3.840835394077966,68.0,Northxx,Rural,Low,79.52337468951742
97.0,France,2020-04-06,27.420758037195817,50.02857113839406,22.838015002016164,9.215290059722303,48.462185382726375,372.3518240840233,81.2221960036982,No,No,No,24.180634271289993,3.216238565788787,120.0,North,Rural,,158.56455370403654
98.0,,2020-04-07,,48.34001639155928,149.62343046006762,32.36863625487819,127.894169706811,391.0021118159272,43.37798989792244,Yes,Yes,Yes,14.631623216240651,13.73096481231254,160.0,West,Urban,High,114.13034192433868
99.0,Netherlands,2020-04-08,-7.436046621808875,42.06944038420537,85.24309290726586,81.51104275461832,1094.9541468256955,355.31978453761917,62.82067242328513,No,Yes,No,,1.6346623997991028,155.0,,Urban,High,714.8486708194879
100.0,Germany,2020-04-09,29.298094352974807,52.71727612836298,,61.24275936363641,853.6341621823345,380.197182490999,,No,Noxx,No,23.997169014422838,8.79643437868787,180.0,,Rural,Low,745.2090753574121
101.0,Italy,2020-04-10,8.433703632809888,,125.74341202619952,56.16144412331372,1150.125686690514,358.36803266890405,49.16169749870565,Yes,,No,51.62076078032655,10.805529707694166,163.0,East,Rural,Low,337.9242118608747
102.0,France,2020-04-11,-2.3134251272337334,25.209842619089635,106.39117901852846,74.12010385838265,528.5545283224656,355.26609370420636,53.91427074456169,No,No,No,75.61971522025897,,296.0,East,,,764.7776149382499
103.0,Spain,,,63.31740239937378,111.45303127556939,3.998301055573561,1054.8397627450797,405.1339815827548,62.38718459777175,Yes,,No,,2.5839970600086337,157.0,East,Urban,Low,838.4292202765431
104.0,Italy,2020-04-13,36.19418812485413,56.34092230479183,128.31236215791506,94.74916983672233,979.8470490891092,420.81652139361995,15.706629183835364,Yes,Yes,No,20.45895735186818,9.814130784462813,238.0,South,Rural,High,477.1489937069725
105.0,Spain,2020-04-14,,33.87138239255198,146.3658555358128,19.126394937673552,,403.6674520428136,87.68678692221863,No,Yes,Yes,7.707184668937417,6.806555390305327,26.0,North,,Low,826.9680572760549
106.0,France,2020-04-15,5.5864538501563406,28.543936737364355,15.664367045211058,8.183752680265922,46.98499316333988,357.0577376565742,88.00101421772854,Yes,Yes,No,,2.8048323900415384,177.0,East,Rural,Medium,503.9690844623822
107.0,Spain,2020-04-16,37.00951327242812,31.461378805461393,,33.8953577572419,783.0187881475385,389.4969350797423,35.327590552628585,No,Yes,Yes,62.19937387535403,4.207472034481706,,West,Rural,High,809.2796752261075
108.0,Spain,2020-04-17,,45.2195599495097,60.09554510409194,70.23562326336653,679.9547309311241,361.09514353914693,,No,No,No,70.65637002795113,9.418793627040946,251.0,North,Urban,Medium,441.12974223187894
109.0,Germany,2020-04-18,6.126822161649091,,95.59086495440185,23.14832516583968,654.2589096949459,415.00636449567054,77.06753268928757,Yes,No,,38.60140462039604,2.6610079567261447,138.0,East,Rural,High,58.93039038053915
110.0,Germany,,22.64605845331944,35.46800874451294,62.21347948696398,4.9861237129968705,605.2607596499681,432.64064689039327,53.48722670683621,,Yes,Yes,24.160685642918533,18.72238663888217,,East,Rural,Low,220.3058276358497
111.0,Germany,2020-04-20,39.97095382265867,80.44999872938959,42.76762581274289,5.741284650090861,955.1718529910328,,,No,Yes,Yes,53.061746548554325,15.509116407995322,,North,Urban,Medium,303.64850664046094
,Spainxx,2020-04-21,13.282085854518847,,185.00594167665795,25.657702010113248,1161.668311812401,356.6852765505515,45.94410282280821,No,Yes,No,,6.511156741687154,177.0,South,Rural,,440.5242916471939
113.0,Spain,2020-04-22,30.535744421011536,,6.520106864878672,13.527385555252035,994.7025990664578,390.5951941536261,58.097702388814206,Yes,Yes,Yes,79.99764436375195,5.167115242069147,107.0,East,Urban,High,474.5101174546814
114.0,Netherlands,2020-04-23,35.793294623307844,99.56438953845344,187.73963413265608,37.243311048163086,1044.4744482246688,380.34736765166974,47.12686317024322,No,Yes,No,65.4505031450532,17.48591013634475,31.0,South,Urban,Low,975.6188864250474
115.0,Netherlands,2020-04-24,-9.518578808437208,55.81692505819113,181.44846289331082,17.307308404945797,580.683246286969,376.06898507983135,47.821449169823694,Yes,No,Yes,76.16339904476618,8.538561064617234,22.0,West,Rural_,Low,475.33803044379664
116.0,Germany,2020-04-25,4.447036426101462,,136.75634998137568,34.43143376840965,828.7311243285702,371.1396135953848,28.281103626119204,No,Yes,Yes,56.92608853799307,17.25435647333474,172.0,East,Urban,Medium,
117.0,Netherlands,,,91.5645558418928,6.506916385937078,44.44871308094971,498.67719909327184,381.69250166415213,73.70308046405717,Yes,No,No,57.790914335921705,14.849127536565852,17.0,East,Urban,Low,360.7087039700666
118.0,Italy,2020-04-27,28.803012452155983,38.48732996729329,45.071112316574634,74.25392082506409,432.34337325670884,,64.86324156555136,Yes,No,Yes,60.037566013659294,1.8423601638657394,405.0,East,Rural,Low,885.8894002620897
119.0,Netherlands,2020-04-28,,94.04639642872326,195.82012473509945,22.739952687216093,1074.337678323824,435.76709444814765,99.27113383194605,No,Noxx,No,,16.272078738208982,27.0,East,Rural,High,384.9217017899074
120.0,Netherlands,2020-04-29,-5.222002812470624,,181.19007301742337,47.50637739201018,1086.253509085282,410.13570893529527,22.71197837822232,Yes,No,Yes,22.538540687553756,10.797620865286808,304.0,South,Rural,Low,785.1382292378734
121.0,Italy,2020-04-30,11.036218755750685,,192.91439219820052,81.53551925112322,818.6642307500715,,20.236451386151877,Noxx,No,No,68.15321115939756,13.552002809861975,,South,Rural,Medium,249.20022294823275
122.0,Italy,2020-05-01,,34.74136868980789,199.2246319647844,98.63771895474096,1005.4106275233512,351.4735537752949,56.433906922222036,No,Yes,,55.27056626815586,4.3800893266000145,270.0,North,Rural,High,428.92692987430115
,France,2020-05-02,24.88757214859327,95.06701188602031,12.77749325898525,55.730617009653336,432.4364819187288,361.14553187211067,23.67916871590667,Yes,Yes,Yes,49.51077525183468,0.005411508779595842,,South,Rural,High,573.8721240515591
124.0,Spain,2020-05-03,28.974211784155088,65.93949141718147,114.17250729515425,43.23203672837469,520.5127558713876,379.24615460638773,64.95590359600138,Yes,Yes,Yes,54.090655372479276,6.673761864226988,415.0,Southxx,Rural,Low,564.4425023218491
125.0,Spain,2020-05-04,-5.6063899025874795,35.193095659812705,166.82752224405135,,985.2195504388394,414.38989998123975,27.650359780210724,No,No,Yes,27.220013047983073,3.812546766295555,470.0,Westxx,Rural,Medium,579.551776297349
126.0,Germany,2020-05-05,14.382279786717874,,,,477.660336324753,438.3413987604649,53.469864808393496,Yes,No,Yes,3.708063848330645,,,North,Rural,Medium,741.3152544717333
